,Title,Location,Price,Land Area,House Area,Bedrooms,Bathrooms,Floors,Parking,Road
197,House for Sale at Sitapaila,"Sitapaila, Kathmandu",Rs. 3.25Cr,,2150 Sq. Ft.,6,5,2.5,2 Cars & 4 Bikes,13 Feet 
198,House for Sale,"Chardobato, Bhaktapur",Price on call,,,4,3,2.5,1 Car & 3 Bikes,
199,4 BHK House for Sale in Veena's Residency,"Tokha Saraswoti, Kathmandu",Price on call,,2264 Sq. Ft.,4,3,2.5,1 Car & 3 Bikes,22 Feet 
200,Bungalow House for Sale,"Kapan, Kathmandu",Rs. 3.55Cr,,2500 Sq. Ft.,6,4,2.5,1 Car & 2 Bikes,16 Feet 
201,Bungalow House for Sale,"Mandikhatar, Kathmandu",Rs. 3.1Cr,,2700 Sq. Ft.,6,4,2.5,1 Car & 2 Bikes,16 Feet 
202,House for Sale in Satungal,"Satungal, Kathmandu",Rs. 2.2Cr,,,3,3,2.5,1 Car ,13 Feet 
203,House for Sale,"Maitidevi, Kathmandu",Rs. 70Lac/aana,,,5,4,2.5,5 Cars & 5 Bikes,14 Feet 
204,House on sale,"Budhanilkantha, Kathmandu",Rs. 3.5Cr,,0 Sq. Ft.,4,4,2.5,2 Cars & 2 Bikes,13 Feet 
205,House for Sale,"Budhanilkantha, Kathmandu",Rs. 4.75Cr,5.0 aana,,5,4,2.5,2 Cars & 1 Bike,15 Feet 
206,Bunglow for Sale,"Pasikot, Kathmandu",Rs. 6.9Cr,8.2 aana,2499 Sq. Ft.,4,4,2.5,2 Cars & 2 Bikes,16 Feet 
207,House for Sale,"Sundarbasti, Kathmandu",Rs. 3.2Cr,4.0 aana,2500 Sq. Ft.,7,4,2.5,1 Car & 2 Bikes,16 Feet 
208,House for Sale,"Hattigaunda, Kathmandu",Rs. 3.45Cr,,2700 Sq. Ft.,6,3,3,1 Car & 2 Bikes,13 Feet 
209,House for Sale,"Gothatar, Kathmandu",Rs. 3.5Cr,,2500 Sq. Ft.,6,4,2.5,1 Car & 2 Bikes,20 Feet 
210,East facing House on Sale,"Budhanilkantha, Kathmandu",Rs. 4.25Cr,4.1 aana,,7,3,2.5,2 Cars & 2 Bikes,20 Feet 
211,3 BHK House for Sale,"Satungal, Kathmandu",Rs. 1.55Cr,,1499 Sq. Ft.,3,2,2,1 Car & 2 Bikes,15 Feet 
212,House for Sale,"Gongabu, Kathmandu",Rs. 2.1Cr,,2500 Sq. Ft.,7,3,2.5,1 Car & 2 Bikes,16 Feet 
213,House for Sale,"Imadol, Lalitpur",Rs. 3.7Cr,,2800 Sq. Ft.,6,3,2.5,1 Car & 4 Bikes,13 Feet 
214,House for Sale,"Imadol, Lalitpur",Rs. 3.65Cr,,2800 Sq. Ft.,6,4,2.5,2 Cars & 3 Bikes,13 Feet 
215,House on Sale,"Budhanilkantha, Kathmandu",Rs. 4.75Cr,,0 Sq. Ft.,6,3,2,2 Cars & 2 Bikes,13 Feet 
216,3 BHK House for Sale,"Tikathali, Lalitpur",Rs. 1.75Cr,,1499 Sq. Ft.,3,2,2.5,1 Car & 2 Bikes,13 Feet 
217,4 BHK House for Sale,"Buddhanagar, Kathmandu",Rs. 6.5Cr,,2999 Sq. Ft.,4,4,2,3 Cars & 4 Bikes,15 Feet 
218,4 BHK House for Sale,"Basundhara, Kathmandu",Rs. 12.5Cr,,3500 Sq. Ft.,4,4,2.5,6 Cars & 9 Bikes,16 Feet 
219,3 BHK House for Sale,"Satungal, Kathmandu",Rs. 1.35Cr,3.0 aana,1499 Sq. Ft.,3,2,2,1 Car & 2 Bikes,16 Feet 
220,House for Sale,"Maharajgunj, Kathmandu",Rs. 8.5Cr,,,5,4,2.5,4 Cars & 8 Bikes,13 Feet 
221,4 BHK House for Sale,"Sanagaun, Lalitpur",Rs. 2.25Cr,,2100 Sq. Ft.,4,3,3,1 Car & 3 Bikes,13 Feet 
222,House for Sale,"Bhangal , Kathmandu",Rs. 3.77Cr,,2500 Sq. Ft.,6,3,2.5,2 Cars & 4 Bikes,20 Feet 
223,House for Sale,"Mandikhatar, Kathmandu",Rs. 3.1Cr,,2000 Sq. Ft.,6,4,2.5,1 Car & 2 Bikes,16 Feet 
224,House for Sale,"Kapan, Kathmandu",Rs. 3.55Cr,,2500 Sq. Ft.,6,4,3,1 Car & 2 Bikes,16 Feet 
225,House for Sale,"Sundarbasti, Kathmandu",Rs. 3.2Cr,,2000 Sq. Ft.,7,4,2.5,1 Car & 2 Bikes,16 Feet 
226,House for Sale,"Satdobato, Lalitpur",Rs. 3.15Cr,,,5,4,2.5,2 Cars & 1 Bike,13 Feet 
227,House for Sale,"Imadol, Lalitpur",Rs. 5.35Cr,,3500 Sq. Ft.,7,4,3.5,2 Cars & 4 Bikes,13 Feet 
228,House on sale,"Pasikot, Kathmandu",Rs. 3.75Cr,,2199 Sq. Ft.,5,5,2.5,1 Car & 2 Bikes,15 Feet 
229,House for Sale,"Imadol, Lalitpur",Rs. 3.25Cr,,2800 Sq. Ft.,6,5,3,1 Car & 3 Bikes,13 Feet 
230,House for Sale,"Bhangal , Kathmandu",Rs. 3.7Cr,,,6,3,3,2 Cars & 3 Bikes,
231,House for Sale,"Mulpani, Kathmandu",Rs. 3Cr,,,6,4,3,1 Car & 1 Bike,
232,House for Sale,"Budhanilkantha, Kathmandu",Price on call,,,6,3,2.5,4 Cars & 8 Bikes,20 Feet 
233,4 BHK House for Sale,"Dholahiti, Lalitpur",Rs. 2.9Cr,,2000 Sq. Ft.,4,4,3,1 Car & 1 Bike,12 Feet 
234,3 BHK House for Sale,"Jharuwarasi, Lalitpur",Price on call,,1215 Sq. Ft.,3,2,2,3 Cars & 2 Bikes,21 Feet 
235,House for Sale,"Sanagaun, Lalitpur",Rs. 2.25Cr,,2500 Sq. Ft.,5,3,2.5,1 Car & 2 Bikes,13 Feet 
236,House for Sale,"Nagarjun, Kathmandu",Price on call,,,6,4,2.5,5 Cars & 6 Bikes,19 Feet 
237,House for Sale,"Imadol, Lalitpur",Rs. 3.05Cr,,,5,4,3.5,2 Cars & 1 Bike,13 Feet 
238,House for Sale,"Imadol, Lalitpur",Rs. 5.5Cr,,,6,7,3.5,3 Cars & 5 Bikes,13 Feet 
239,House for Sale,"Imadol, Lalitpur",Rs. 3.2Cr,,3000 Sq. Ft.,5,4,3,1 Car & 4 Bikes,13 Feet 
240,House for Sale,"Butwal, Rupandehi",Rs. 1.38Cr,,79.42 Sq. Mtr.,7,3,2.5,3 Cars & 9 Bikes,20 Feet 
241,House for Sale,"Harisiddhi, Lalitpur",Rs. 3.95Cr,,2650 Sq. Ft.,5,4,3,1 Car & 2 Bikes,20 Feet 
242,4 BHK House for sale,"Satdobato, Lalitpur",Rs. 3.15Cr,,2100 Sq. Ft.,4,4,2.5,1 Car & 2 Bikes,13 Feet 
243,House for Sale,"Imadol, Lalitpur",Rs. 5.5Cr,,,6,5,3.5,1 Car & 2 Bikes,16 Feet 
244,House for Sale,"Harisiddhi, Lalitpur",Rs. 3.95Cr,,3080 Sq. Ft.,4,4,3,1 Car & 4 Bikes,20 Feet 
245,House for Sale,"Imadol, Lalitpur",Rs. 3.1Cr,,,5,4,2.5,1 Car & 1 Bike,13 Feet 
246,House for Sale at Shital Height,"Imadol, Lalitpur",Rs. 3.2Cr,,2450 Sq. Ft.,5,4,2.5,1 Car & 2 Bikes,13 Feet 
247,House On Sale,"Ramkot, Kathmandu",Rs. 3.25Cr,,,5,4,3.5,1 Car & 3 Bikes,13 Feet 
248,House for Sale,"Lamatar, Lalitpur",Rs. 1.75Cr,,,3,3,2,1 Car & 1 Bike,13 Feet 
249,House for Sale,"Buddhanagar, Kathmandu",Rs. 7Cr,,,5,4,2,3 Cars & 2 Bikes,13 Feet 
250,House for Sale,"Imadol, Lalitpur",Rs. 3Cr,,,6,4,3.5,2 Cars & 1 Bike,20 Feet 
251,House for Sale,"Ochu Height, Lalitpur",Rs. 4.7Cr,,3863 Sq. Ft.,5,6,3,2 Cars & 6 Bikes,16 Feet 
252,House for Sale,"Pokhara, Kaski",Rs. 4.25Cr,,,7,7,2.5,2 Cars & 1 Bike,20 Feet 
253,4 BHK House for,"Bhaisepati, Lalitpur",Rs. 3.2Cr,,1800 Sq. Ft.,4,3,,1 Car & 2 Bikes,20 Feet 
254,House for Sale,"Bhaisepati, Lalitpur",Rs. 5.5Cr,,4200 Sq. Ft.,6,6,3.5,2 Cars & 3 Bikes,26 Feet 
255,4 BHK House for Sale,"Setipakha, Lalitpur",Rs. 2.4Cr,,,4,4,3,1 Car & 1 Bike,13 Feet 
256,House for Sale,"Harisiddhi, Lalitpur",Rs. 2.85Cr,,,5,4,3.5,1 Car & 1 Bike,13 Feet 
257,House for Sale,"Shital Height, Lalitpur",Rs. 3.2Cr,,2500 Sq. Ft.,5,4,3,1 Car & 4 Bikes,13 Feet 
258,Bungalow House for Sale,"Machhe Gaun, Kathmandu",Rs. 1.35Cr,,3079 Sq. Ft.,3,2,2.5,1 Car & 4 Bikes,20 Feet 
259,House for Sale,"Sitapakha, Lalitpur",Rs. 3.35Cr,,,5,4,3,2 Cars & 1 Bike,13 Feet 
260,4 BHK House for Sale,"Harisiddhi, Lalitpur",Rs. 2.85Cr,,,4,4,3,1 Car & 1 Bike,20 Feet 
261,House for Sale,"Pokhara, Kaski",Rs. 6.5Cr,,,5,4,3.5,1 Car & 1 Bike,22 Feet 
262,House for Sale,"Narayanthan , Kathmandu",Price on call,,997 Sq. Ft.,5,2,2.5,1 Car & 2 Bikes,12 Feet 
263,House for Sale,"Imadol, Lalitpur",Rs. 2.1Cr,,,6,3,2.5,2 Cars & 1 Bike,13 Feet 
264,House for Sale,"Imadol, Lalitpur",Rs. 3.2Cr,,2150 Sq. Ft.,5,4,2.5,1 Car & 2 Bikes,13 Feet 
265,House for Sale,"Sanagaun, Lalitpur",Rs. 4.5Cr,,3000 Sq. Ft.,5,5,2.5,1 Car & 4 Bikes,16 Feet 
266,2 BHK House for Sale,"Bishundole, Lalitpur",Rs. 1.5Cr,,1430 Sq. Ft.,2,1,1.5,1 Car & 2 Bikes,13 Feet 
267,House for Sale,"Ochu Height, Lalitpur",Rs. 3.55Cr,,,5,5,3,2 Cars & 2 Bikes,20 Feet 
268,House for Sale,"Shital Height, Lalitpur",Rs. 3.37Cr,,2200 Sq. Ft.,5,5,3,1 Car & 5 Bikes,13 Feet 
269,4 BHK House for Sale,"Tahachal, Kathmandu",Rs. 12Cr,,,4,4,2,4 Cars & 5 Bikes,13 Feet 
270,House for Sale,"Bhaisepati, Lalitpur",Rs. 3.3Cr,,2300 Sq. Ft.,4,4,2.5,2 Cars & 4 Bikes,14 Feet 
271,House for Sale,"Sanagaun Lubhu, Lalitpur",Rs. 4.5Cr,,3000 Sq. Ft.,5,5,2.5,1 Car & 2 Bikes,16 Feet 
272,House for Sale,"Imadol, Lalitpur",Rs. 2.35Cr,,,5,3,2.5,1 Car & 2 Bikes,13 Feet 
273,House for Sale,"Anamnagar, Kathmandu",Rs. 13.8Cr,,1200 Sq. Ft.,10,9,3.5,1 Car & 9 Bikes,16 Feet 
274,House for Sale,"Shital Height, Lalitpur",Rs. 4.15Cr,,3148 Sq. Ft.,7,5,3.5,2 Cars & 2 Bikes,13 Feet 
275,House for Sale,"Sanagaun, Lalitpur",Rs. 2.97Cr,,2200 Sq. Ft.,5,4,3,1 Car & 3 Bikes,13 Feet 
276,House for Sale,"Jhaukhel, Bhaktapur",Rs. 1.4Cr,,847 Sq. Ft.,2,1,3,1 Car & 3 Bikes,12 Feet 
277,House for Sale,"Ochu Height, Lalitpur",Rs. 4.7Cr,,3864 Sq. Ft.,5,6,3,2 Cars & 3 Bikes,14 Feet 
278,House for Sale,"Imadol, Lalitpur",Rs. 2.65Cr,,2400 Sq. Ft.,5,4,3.5,1 Car & 2 Bikes,13 Feet 
279,4 BHK House for Sale,"Tikathali, Lalitpur",Rs. 2.3Cr,,,4,3,2.5,1 Car & 1 Bike,13 Feet 
280,House for Sale,"Baluwakhani, Kathmandu",Rs. 6.5Cr,,,7,4,3.5,2 Cars & 1 Bike,13 Feet 
281,House for Sale,"Lubhu, Lalitpur",Rs. 2.1Cr,,,3,2,2.5,1 Car & 2 Bikes,20 Feet 
282,House for Sale,"Bouddha, Kathmandu",Rs. 3.8Cr,,,7,4,3.5,1 Car & 1 Bike,13 Feet 
283,House on sale,"Ramkot, Kathmandu",Rs. 1.4Cr,,,4,4,3.5,1 Car & 2 Bikes,13 Feet 
284,House for Sale,"Ochu Height, Lalitpur",Rs. 4.7Cr,,,5,6,3.5,1 Car & 1 Bike,14 Feet 
285,4 BHK House for Sale,"Shital Height, Lalitpur",Rs. 2.3Cr,,,4,4,2.5,1 Car & 1 Bike,13 Feet 
286,House for Sale,"Grande Hospital, Kathmandu",Price on call,,750 Sq. Ft.,4,3,2.5,1 Car & 5 Bikes,13 Feet 
287,House for Sale,"Ganesh Chowk, Kathmandu",Rs. 2.5Cr,,,6,4,3,1 Car & 2 Bikes,20 Feet 
288,House for Sale,"Imadol, Lalitpur",Rs. 2.98Cr,,2670 Sq. Ft.,5,4,3.5,1 Car & 2 Bikes,16 Feet 
289,House for Sale,"Imadol, Lalitpur",Rs. 5.5Cr,,3280 Sq. Ft.,5,6,3.5,1 Car & 3 Bikes,13 Feet 
290,House for Sale,"Bouddha, Kathmandu",Rs. 3.55Cr,,,5,4,2.5,1 Car & 4 Bikes,20 Feet 
291,4 BHK House for Sale,"Galkopakha, Kathmandu",Rs. 2.5Cr,,1369 Sq. Ft.,4,4,2.5,3 Bikes,4 Feet 
292,House for Sale,"Imadol, Lalitpur",Rs. 2.8Cr,,,6,4,3,1 Car & 1 Bike,13 Feet 
293,House for Sale,"Bhangal , Kathmandu",Rs. 3.75Cr,,,4,4,2.5,2 Cars & 4 Bikes,13 Feet 
294,House for Sale,"Bojepokhari, Lalitpur",Rs. 5.5Cr,5.2 aana,3279 Sq. Ft.,5,6,3.5,1 Car & 4 Bikes,13 Feet 
295,House for Sale,"Imadol, Lalitpur",Rs. 2.75Cr,,,4,4,3,1 Car & 1 Bike,13 Feet 
296,House for Sale,"Imadol, Lalitpur",Rs. 1.3Cr,,1026.75 Sq. Ft.,3,2,1,1 Car & 2 Bikes,13 Feet 
297,House for Sale,"Baluwatar, Kathmandu",Rs. 3.95Cr,3.0 aana,1049.481 Sq. Ft.,6,7,4,1 Car & 3 Bikes,10 Feet 
298,House for Sale,"Panipokhari, Kathmandu",Rs. 4.7Cr,3.2 aana,,,,,,20 Feet 
299,House for Sale,"Dhalmal, Kathmandu",Rs. 2.1Cr,3.0 aana,1755 Sq. Ft.,5,3,,1 Car & 4 Bikes,13 Feet 
300,House for Sale,"New Buspark, Kathmandu",Rs. 8.5Cr,7.0 aana,8000 Sq. Ft.,34,34,,5 Cars & 5 Bikes,20 Feet 
301,House for Sale,"Lubhu, Lalitpur",Rs. 2Cr,,,7,3,2.5,1 Car & 1 Bike,13 Feet 
302,House for Sale,"Katunje, Bhaktapur",Rs. 3.3Cr,5.0 aana,2500 Sq. Ft.,6,4,3.5,1 Car & 3 Bikes,13 Feet 
303,House for Sale,"Ason, Kathmandu",Rs. 5.5Cr,2.2 aana,,5,3,4,5 Bikes,5 Feet 
304,House for Sale,"Bojepokhari, Lalitpur",Rs. 2.6Cr,3.0 aana,2200 Sq. Ft.,5,4,3.5,1 Car & 3 Bikes,13 Feet 
305,House for Sale,"Ochu Height, Lalitpur",Rs. 3.55Cr,3.1 aana,2200 Sq. Ft.,5,5,3,1 Car & 4 Bikes,19 Feet 
306,House for Sale,"Bhaisepati, Lalitpur",Rs. 3.5Cr,,,4,5,3,2 Cars & 1 Bike,15 Feet 
307,House for sale,"Nakhipot, Lalitpur",Rs. 2.6Cr,,2101 Sq. Ft.,4,4,2.5,2 Cars & 5 Bikes,16 Feet 
308,House for Sale,"Lubhu, Lalitpur",Rs. 1.65Cr,,,5,4,2.5,2 Cars & 1 Bike,17 Feet 
309,4 BHK House for Sale,"Maharajgunj, Kathmandu",Rs. 7.75Cr,6.2 aana,,4,5,3.5,1 Car & 1 Bike,13 Feet 
310,4 BHK House for Sale,"Bhangal , Kathmandu",Rs. 3.9Cr,4.0 aana,,4,4,2.5,1 Car & 2 Bikes,13 Feet 
311,"Magnificent 15-Room Bungalow: 10 Baths, Every Luxury Included","Satungal, Kathmandu",Rs. 3.5Cr,,1100 Sq. Ft.,14,10,3.5,1 Car & 4 Bikes,12 Feet 
312,House for Sale,"Dhapasi, Kathmandu",Rs. 2.1Cr,,1400 Sq. Ft.,4,2,2,2 Cars & 4 Bikes,25 Meter
313,Residential House for Sale,"Tikathali, Lalitpur",Rs. 2.4Cr,,,4,3,2.5,1 Car & 3 Bikes,13 Feet 
314,3 BHK House for Sale,"Katunje, Bhaktapur",Rs. 2.35Cr,,2000 Sq. Ft.,3,3,2.5,1 Car & 4 Bikes,13 Feet 
315,House for Sale,"Tikathali, Lalitpur",Rs. 2.6Cr,3.0 aana,,5,3,2.5,1 Car & 1 Bike,11 Feet 
316,House for Sale,"Imadol, Lalitpur",Rs. 2.43Cr,3.0 aana,1800 Sq. Ft.,5,4,2.5,1 Car & 4 Bikes,13 Feet 
317,House for Sale,"Dholahiti, Lalitpur",Rs. 4.25Cr,4.1 aana,,8,5,2.5,1 Car & 1 Bike,12 Feet 
318,House for Sale,"Shital Height, Lalitpur",Rs. 3.95Cr,4.0 aana,,6,5,3.5,1 Car & 1 Bike,12 Feet 
319,House for Sale,"Shital Height, Lalitpur",Rs. 2.34Cr,,,4,3,2.5,1 Car & 1 Bike,12 Feet 
320,4 BHK House for Sale,"Bojepokhari, Lalitpur",Rs. 2.6Cr,3.0 aana,,4,3,3,1 Car & 2 Bikes,13 Feet 
321,House on sale,"Imadol, Lalitpur",Rs. 2.85Cr,3.0 aana,,7,4,2.5,1 Car & 3 Bikes,17 Feet 
322,House for Sale,"Imadol, Lalitpur",Rs. 4.8Cr,,,5,5,2.5,2 Cars & 1 Bike,19 Feet 
323,4 BHK House on sale,"Imadol, Lalitpur",Rs. 2.8Cr,,,7,4,2.5,2 Cars & 3 Bikes,20 Feet 
324,4 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.7Cr,,,7,4,2.5,1 Car & 3 Bikes,16 Feet 
325,4 BHK House for Sale,"Imadol, Lalitpur",Rs. 3.25Cr,,,7,4,2.5,2 Cars & 3 Bikes,13 Feet 
326,4 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.3Cr,,,6,4,2.5,1 Car & 2 Bikes,13 Feet 
327,House for Sale,"Imadol, Lalitpur",Price on call,,0 Sq. Ft.,7,5,2.5,2 Cars & 4 Bikes,12 Feet 
328,House for Sale,"Imadol, Lalitpur",Rs. 2.39Cr,3.1 aana,2200 Sq. Ft.,6,3,2.5,1 Car & 3 Bikes,15 Feet 
329,House on sale,"Imadol, Lalitpur",Price on call,4.0 aana,0 Sq. Ft.,6,5,2.5,2 Cars & 3 Bikes,12 Feet 
330,4 BHK House for Sale,"Tikathali, Lalitpur",Rs. 2.2Cr,3.2 aana,2200 Sq. Ft.,4,2,2.5,1 Car & 3 Bikes,13 Feet 
331,4 BHK Beautiful House for Sale,"Jorpati, Kathmandu",Rs. 3.6Cr,4.0 aana,1800 Sq. Ft.,4,4,2.5,1 Car & 2 Bikes,13 Feet 
332,House for Sale,"Setipakha, Lalitpur",Rs. 3.3Cr,,3000 Sq. Ft.,5,3,2.5,1 Car & 2 Bikes,23 Feet 
333,House for Sale,"Dhapakhel, Lalitpur",Price on call,,,7,5,3.5,2 Cars & 1 Bike,20 Feet 
334,House for sale,"Jwagal, Lalitpur",Rs. 3.85Cr,,2670 Sq. Ft.,5,4,3.5,1 Car & 3 Bikes,16 Feet 
335,House for Sale,"Mulpani, Kathmandu",Rs. 3.98Cr,,2191.04 Sq. Ft.,3,4,3,1 Car & 2 Bikes,16 Feet 
336,House for Sale,"Khadka Gaun, Kathmandu",Price on call,,500 Sq. Ft.,4,3,2.5,5 Bikes,20 Feet 
337,House for Sale,"Imadol, Lalitpur",Rs. 3.25Cr,,2400 Sq. Ft.,5,4,3.5,1 Car & 3 Bikes,20 Feet 
338,House for Sale,"Imadol, Lalitpur",Rs. 2.1Cr,,0 Sq. Ft.,4,4,2.5,1 Car & 2 Bikes,12 Feet 
339,House for Sale,"Kharibot, Kathmandu",Rs. 4.3Cr,,,6,4,2.5,1 Car & 5 Bikes,13 Feet 
340,House for Sale,"Gwarko, Lalitpur",Rs. 8Cr,,,5,3,2.5,3 Cars & 4 Bikes,13 Feet 
341,House for Sale,"Baluwatar, Kathmandu",Rs. 7.5Cr,,3800 Sq. Ft.,7,6,3.5,2 Cars & 4 Bikes,13 Feet 
342,House for Sale,"Imadol, Lalitpur",Rs. 3.1Cr,3.2 aana,,5,5,3,1 Car & 1 Bike,12 Feet 
343,House for Sale,"Sitapaila, Kathmandu",Rs. 3.25Cr,,,5,3,2.5,,15 Feet 
344,Bungalow House for Sale,"Hattiban, Lalitpur",Rs. 4.25Cr,,,6,4,2.5,1 Car & 1 Bike,13 Feet 
345,3 BHK House for Sale,"Gongabu, Kathmandu",Rs. 3.2Cr,,2053.5 Sq. Ft.,3,3,2.5,1 Car & 5 Bikes,20 Feet 
346,House for Sale,"Shital Height, Lalitpur",Rs. 2.1Cr,,2200 Sq. Ft.,5,4,2.5,1 Car & 3 Bikes,13 Feet 
347,3 BHK House for Sale,"Budhanilkantha, Kathmandu",Rs. 5Cr,7.0 aana,,3,4,2.5,2 Cars & 3 Bikes,13 Feet 
348,House for Sale,"Tikathali, Lalitpur",Rs. 4.9Cr,5.2 aana,2500 Sq. Ft.,5,5,3,2 Cars & 4 Bikes,20 Feet 
349,House for Sale,"Harisiddhi, Lalitpur",Rs. 2.34Cr,3.0 aana,,5,3,2.5,1 Car & 3 Bikes,13 Feet 
350,House for Sale,"Harisiddhi, Lalitpur",Rs. 4.1Cr,3.1 aana,,5,4,2.5,1 Car & 2 Bikes,20 Feet 
351,House for Sale,"Ochu Height, Lalitpur",Rs. 2.9Cr,4.2 aana,2500 Sq. Ft.,5,5,3.5,3 Cars & 4 Bikes,16 Feet 
352,House for Sale,"Rajkulo, Lalitpur",Rs. 3.07Cr,3.2 aana,2200 Sq. Ft.,5,4,3,1 Car & 4 Bikes,13 Feet 
353,House for Sale,"New Baneshwor, Kathmandu",Rs. 7Cr,,,8,4,3.5,2 Bikes,12 Feet 
354,House for Sale,"Chunikhel, Kathmandu",Rs. 2.7Cr,,,,,2.5,2 Bikes,10 Feet 
355,House for Sale,"Bagdol, Lalitpur",Rs. 3.2Cr,,,5,3,2.5,2 Cars & 4 Bikes,12 Feet 
356,House for Sale,"Satdobato, Lalitpur",Rs. 3.6Cr,,,5,5,3,1 Car & 3 Bikes,13 Feet 
357,House for Sale,"Rajkulo, Lalitpur",Rs. 2.55Cr,,2199 Sq. Ft.,4,4,2.5,1 Car & 4 Bikes,13 Feet 
358,House for Sale,"Jitpurphedi, Kathmandu",Rs. 1.95Cr,,,2,1,1,1 Car ,26 Feet 
359,House for Sale,"Dhapasi, Kathmandu",Rs. 8.25Cr,,,6,4,3.5,2 Cars & 4 Bikes,17 Feet 
360,House for Sale,"Chyasundole, Kathmandu",Rs. 4.7Cr,,,,,3.5,2 Cars & 3 Bikes,20 Feet 
361,House for Sale,"Harisiddhi, Lalitpur",Rs. 4.5Cr,,0 Sq. Ft.,5,5,2.5,1 Car & 1 Bike,13 Feet 
362,House for Sale,"Tikathali, Lalitpur",Rs. 3.3Cr,4.2 aana,,6,5,3.5,1 Car & 2 Bikes,10 Feet 
363,House for Sale,"Tikathali, Lalitpur",Rs. 2.6Cr,3.0 aana,2200 Sq. Ft.,6,4,3,1 Car & 4 Bikes,13 Feet 
364,House for Sale,"Tikathali, Lalitpur",Rs. 3.15Cr,3.2 aana,2200 Sq. Ft.,7,4,3,1 Car & 5 Bikes,12 Feet 
365,House for Sale,"Tikathali, Lalitpur",Rs. 2.3Cr,2.2 aana,2200 Sq. Ft.,6,4,3,1 Car & 3 Bikes,13 Feet 
366,House for Sale,"Basundhara, Kathmandu",Rs. 12.5Cr,18.0 aana,,4,4,2.5,4 Cars & 9 Bikes,12 Feet 
367,House for Sale,"Setipakha, Lalitpur",Rs. 3.1Cr,5.2 aana,,4,4,2.5,2 Cars & 6 Bikes,10 Feet 
368,2 BHK House for Sale,"Changathali, Lalitpur",Rs. 1.55Cr,3.2 aana,,2,1,1,1 Car & 1 Bike,13 Feet 
369,House for Sale,"Imadol, Lalitpur",Rs. 3.3Cr,3.2 aana,2500 Sq. Ft.,5,5,2.5,1 Car & 2 Bikes,20 Feet 
370,House for Sale,"Imadol, Lalitpur",Rs. 2.8Cr,3.0 aana,2780 Sq. Ft.,5,6,3.5,1 Car & 2 Bikes,11 Feet 
371,3 BHK House for Sale at Gurjudhara,"Gurjudhara, Kathmandu",Rs. 1.4Cr,,800 Sq. Ft.,3,1,1.5,1 Car & 2 Bikes,15 Feet 
372,House for Sale,"Imadol, Lalitpur",Rs. 3.65Cr,,,6,4,3,1 Car & 3 Bikes,13 Feet 
373,House for Sale,"Sanagaun, Lalitpur",Rs. 2.5Cr,,2200 Sq. Ft.,5,2,3,1 Car & 4 Bikes,12 Feet 
374,Duplex House for Sale,"Imadol, Lalitpur",Rs. 4.25Cr,,,6,4,2.5,1 Car & 3 Bikes,13 Feet 
375,Bungalow for sale at Basundhara,"Basundhara, Kathmandu",Rs. 12.5Cr,,3500 Sq. Ft.,4,4,2.5,5 Cars & 9 Bikes,20 Feet 
376,2 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.99Cr,,,,,2.5,3 Cars & 4 Bikes,13 Feet 
377,House for Sale,"Itahari, Sunsari",Rs. 2.25Cr,,2526 Sq. Ft.,7,4,2,1 Car & 4 Bikes,25 Feet 
378,House for Sale,"Shital Height, Lalitpur",Rs. 1.5Cr,,,6,4,3.5,1 Car & 1 Bike,10 Feet 
379,Bungalow House for Sale,"Budhanilkantha, Kathmandu",Rs. 3.9Cr,,,6,5,2.5,1 Car & 1 Bike,13 Feet 
380,4 BHK House for Sale,"Bojepokhari, Lalitpur",Rs. 4.5Cr,,,4,4,2.5,1 Car & 3 Bikes,20 Feet 
381,3 BHK House for Sale at Amarawati Colony,"Satungal, Kathmandu",Rs. 1.3Cr,,1500 Sq. Ft.,3,2,2.5,1 Car & 2 Bikes,20 Feet 
382,Bungalow House for Sale,"Sitapakha, Lalitpur",Rs. 3.3Cr,,2500 Sq. Ft.,5,3,2.5,1 Car & 3 Bikes,23 Feet 
383,House for Sale,"Tikathali, Lalitpur",Rs. 2.6Cr,,2158 Sq. Ft.,5,3,2.5,1 Car & 2 Bikes,11 Feet 
384,House for Sale,"Imadol, Lalitpur",Rs. 3.44Cr,,2797 Sq. Ft.,6,6,3,1 Car & 2 Bikes,11 Feet 
385,House for Sale,"Sanagaun Lubhu, Lalitpur",Rs. 2.25Cr,,2199 Sq. Ft.,5,3,2.5,1 Car & 3 Bikes,20 Feet 
386,House for Sale,"Shital Height, Lalitpur",Rs. 2.95Cr,,2200 Sq. Ft.,5,7,3,1 Car & 4 Bikes,13 Feet 
387,House for Sale,"Shital Height, Lalitpur",Rs. 3.3Cr,,2500 Sq. Ft.,6,5,3,3 Cars & 5 Bikes,15 Feet 
388,House for Sale,"Budhanilkantha, Kathmandu",Rs. 10.7Cr,,6000 Sq. Ft.,10,10,3,3 Cars & 6 Bikes,20 Feet 
389,House for Sale,"Shital Height, Lalitpur",Rs. 3.15Cr,,2200 Sq. Ft.,6,6,3.5,1 Car & 3 Bikes,13 Feet 
390,House on sale,"Bhangal , Kathmandu",Rs. 4Cr,,1189 Sq. Ft.,7,6,3.5,5 Cars & 9 Bikes,12 Feet 
