,Title,Location,Price,Land Area,House Area,Bedrooms,Bathrooms,Floors,Parking,Road
1568,"Residential bungalow for sale at Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Price on call,,,5,5,2.5,,20 Feet
1569,Beautiful house on sale in Raniban,"Raniban, Kathmandu",Rs. 3.1Cr,,,6,5,3.5,,14 Feet 
1570,"Residential house on sale Goldhunga, Tarkeshwor","Goldhunga, Kathmandu",Rs. 2.95Cr,,,4,3,2.5,,12 Feet 
1571,"Duplex house on sale in Tikathali, Imadol","Tikathali, Lalitpur",Rs. 2.95Cr,3.2 aana,,5,5,2,,13 Feet 
1572,"House on sale in Civil Homes, Bhaisepati","Bhaisepati, Lalitpur",Rs. 6.25Cr,5.3 aana,2600 Sq. Feet,3,3,2.5,,16 Feet 
1573,"House for sale at Nakkhu, Lalitpur","Nakkhu, Lalitpur",Rs. 3.9Cr,5.0 aana,,4,4,2.5,,13 Feet 
1574,Old house on sale land price in Mid Baneshwor Kathmandu,"Mid Baneshwor, Kathmandu",Rs. 10Cr,12.0 aana,,,,2,,13 Feet 
1575,"Newly built houses on sale in Sitapaila, Kathmandu","Sitapaila, Kathmandu",Rs. 3.1Cr,4.0 aana,2248 Sq. Feet,5,4,2.5,,13 Feet 
1576,"Residential house on sale in Nakhudole, Lalitpur","Nakhudole, Lalitpur",Rs. 2.9Cr,,,3,2,2.5,,20 Feet 
1577,"Beautiful house for sale in Imadol, Lalitpur","Imadol, Lalitpur",Rs. 2.6Cr,3.1 aana,,4,5,2,,13 Feet 
1578,"Duplex house on sale in Magargaun, Lalitpur","Bhaisepati, Lalitpur",Rs. 4.1Cr,4.0 aana,,5,5,2,,13 Feet 
1579,"Attractive house on sale in Mandikatar, Kathmandu","Mandikatar, Kathmandu",Rs. 4.45Cr,5.0 aana,,5,5,2.5,,14 Feet 
1580,"Beautiful house on sale in Ekatabasti, Jyotinagar","Jyotinagar, Kathmandu",Rs. 3.15Cr,,,6,5,2.5,,13 Feet 
1581,"Beautiful house on sale in Mandikhatar, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 4Cr,4.3 aana,,5,4,2.5,,13 Feet 
1582,"Commercial house on sale in Tilingtar, Tokha","Tilingtar, Kathmandu",Rs. 4.5Cr,5.3 aana,,,,3.5,,20 Feet 
1583,"Commercial house on sale in Nayabazar, Kathmandu","Naya Bazar, Kathmandu",Rs. 9.5Cr,6.1 aana,,23,8,3.5,,0 Feet
1584,"Brand new house on sale in Mandikhatar, Kathmandu","Mandikhatar, Kathmandu",Price on call,5.0 aana,,,,,,14 Feet 
1585,"Beautiful house on sale in Checkpost, Chandragiri","Chandragiri, Kathmandu",Rs. 1.75Cr,3.0 aana,,,,2.5,,8-10 Feet 
1586,"4 BHK beautiful house on sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 3.25Cr,3.3 aana,2061 Sq. Feet,4,4,2.5,,13 Feet 
1587,"Beautiful house on sale in High Vision Colony, Chandragiri","High Vision Colony, Kathmandu",Rs. 2.6Cr,3.5 aana,,,,2.5,,0 Feet
1588,"Newly built house on sale in Nakkhu, Lalitpur","Nakkhu, Lalitpur",Price on call,7.0 aana,,4,5,2.5,,13 Feet 
1589,"Beautiful house on sale at Imadol, Lalitpur","Imadol, Lalitpur",Rs. 6.5Cr,12.0 aana,,7,3,3,,13 Feet 
1590,"Under construction house on sale in Nakkhu, Lalitpur","Nakkhu, Lalitpur",Price on call,7.0 aana,,4,5,2.5,,13 Feet 
1591,"3 BHK house on sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 3.85Cr,4.2 aana,1744 Sq. Feet,3,4,2,,12-15 Feet 
1592,House for sale at Karyabinayak,"Karyabinayak, Lalitpur",Price on call,3.0 aana,,4,3,2.5,,10-12 Feet 
1593,"House for sale in Sitapaila, Nagarjun","Sitapaila, Kathmandu",Rs. 3.75Cr,7.0 aana,2200 Sq. Feet,4,3,2.5,,13 Feet 
1594,"Residential house on sale in Pasikot, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 5.5Cr,7.5 aana,,7,8,3.5,,15-24 Feet
1595,"Newly built house on sale in Ganeshchowk, Budhanilkantha","Budhanilkantha, Kathmandu",Price on call,3.2 aana,,5,4,2.5,,13 Feet 
1596,"Beautiful house on sale in Upper Pasikot, Budhanilkantha","Pasikot, Kathmandu",Rs. 5.35Cr,7.1 aana,,7,5,3.5,,13-24 Feet 
1597,Attractive house for sale in Dhapasi Height,"Dhapasi, Kathmandu",Price on call,14.3 aana,,4,6,4,,12 Feet 
1598,Newly built bungalow on sale in Bhaisepati,"Bhaisepati, Lalitpur",Rs. 5Cr,4.0 aana,,5,6,2.5,,12-15 Feet 
1599,"Beautiful house for sale in Lalitpur, Bhaisepati","Bhaisepati, Lalitpur",Rs. 3.5Cr,3.3 aana,,5,4,2.5,,22 Feet 
1600,"Semi furnished house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Price on call,4.0 aana,,6,5,2.5,,25 Feet 
1601,"House on sale in Syuchatar, Kathmandu","Syuchatar, Kathmandu",Rs. 3.25Cr,5.2 aana,,,,3,,13 Feet 
1602,Luxurious bungalow on sale in Bhaisepati Aawas,"Bhaisepati, Lalitpur",Rs. 17Cr,14.0 aana,,6,4,3.5,,13-20 Feet 
1603,"Villas for Sale at CG Village, Panauti","Panauti, Kavrepalanchok",Rs. 1.95Cr,4.1 aana,2002 Sq. Feet,4,4,2.5,,20 Feet 
1604,"Premium Villas on Sale at CG Villas, Sunakothi","Sunakothi, Lalitpur",Rs. 3.5Cr,4.1 aana,1980.28 Sq. Feet,5,4,2.5,,20 Feet 
1605,"Ultra Luxurious Villas on Sale at Bhaisepati Heights, CG Properties","Bhaisepati, Lalitpur",Rs. 9.1Cr,,,4,5,2.5,,20 Feet 
1606,"House for sale at Gahana Pokhari, Kathmandu","Gahana Pokhari, Kathmandu",Rs. 7Cr,6.3 aana,3000 Sq. Feet,6,5,2,,11 Feet 
1607,"Villa for sale at Hattiban, Lalitpur","Hattiban, Lalitpur",Rs. 8.5Cr,8.0 aana,4400 Sq. Feet,4,4,2,,32 Feet 
1608,"Luxurious house for sale in Tahachal, Chauni","Tahachal, Kathmandu",Rs. 19Cr,10.2 aana,9000 Sq. Feet,10,8,5,,13 Feet 
1609,"Bungalow for sale at Bhimsengola, Katyani Temple","Bhimsengola, Kathmandu",Rs. 10.2Cr,9.0 aana,4000 Sq. Feet,5,4,2.5,,20 Feet 
1610,"Bungalow for sale at Battisputali, Old Baneshwor","Battisputali, Kathmandu",Rs. 9.5Cr,10.0 aana,3000 Sq. Feet,5,4,2.5,,13 Feet 
1611,"House for Sale at Kapan, Near Bhangal","Sundarbasti, Kathmandu",Rs. 3.9Cr,5.0 aana,2400 Sq. Feet,5,3,2.5,,13 Feet 
1612,"Newly built bungalow for sale in Kusunti, Lalitpur","Kusunti, Lalitpur",Rs. 4.05Cr,5.5 aana,,4,3,2,,13 Feet 
1613,Brand new residential bungalow for sale in Pasikot,"Pasikot, Kathmandu",Rs. 3.3Cr,6.0 aana,,6,4,2.5,,13 Feet 
1614,"Beautiful house on sale in Baniyatar, Kathmandu","Baniyatar, Kathmandu",Rs. 2.05Cr,3.0 aana,,4,3,2.5,,10 Feet 
1615,"Beautiful semi furnished house on sale in Shital Height, Imadol","Imadol, Lalitpur",Price on call,4.0 aana,,4,4,2.5,,16 Feet 
1616,"Semi furnished house on sale in Bansbari, Kathmandu","Bansbari, Kathmandu",Rs. 5Cr,7.0 aana,,4,4,2.5,,13 Feet 
1617,"Semi furnished house on rent in Imadol, Lalitpur","Imadol, Lalitpur",Rs. 2.6Cr,3.3 aana,,5,3,2.5,,13 Feet 
1618,"Semi bungalow house on sale in Imadol, Lalitpur","Imadol, Lalitpur",Rs. 2.35Cr,3.1 aana,,3,4,2.5,,13 Feet 
1619,"Semi furnished house on sale in Satdobato, Lalitpur","Satdobato, Lalitpur",Rs. 7Cr,9.1 aana,,12,4,4.5,,10 Feet 
1620,"Beautiful house on sale in Samakhusi, Tokha","Samakhushi chowk, Kathmandu",Rs. 2.95Cr,3.3 aana,,,,3,,15 Feet 
1621,Attractive bungalow on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 9.5Cr,17.0 aana,,6,5,3.5,,17 Feet 
1622,"Beautiful house on sale in Gausala, Kathmandu","Gaushala, Kathmandu",Rs. 3.25Cr,4.0 aana,,11,2,2.5,,13 Feet 
1623,"Residential house on sale in Bhimsengola, Kathmandu","Bhimsengola, Kathmandu",Rs. 7.35Cr,,,,,2.5,,10-26 Feet 
1624,Newly built house on sale in Goldhunga Housing,"Goldhunga, Kathmandu",Rs. 3.2Cr,4.0 aana,,4,4,2.5,,20 Feet 
1625,"Beautiful bungalow on sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 12.5Cr,18.0 aana,,5,5,2.5,,15 Feet 
1626,"Semi furnished house on sale in Ganeshchowk, Budhanilkantha","Ganesh Chowk, Kathmandu",Rs. 3.25Cr,3.5 aana,,5,5,2.5,,14 Feet 
1627,Commercial Property for sale at Samakhusi,"Samakhusi, Kathmandu",Rs. 16Cr,16.0 aana,6343 Sq. Feet,,,,,20 Feet 
1628,Residential house on sale at Ranibari,"Ranibari, Kathmandu",Rs. 13Cr,16.0 aana,,,,3.5,,20 Feet 
1629,"Beautiful house for sale in Rato Gumba, Nagarjun","Nagarjun, Kathmandu",Rs. 2.5Cr,3.1 aana,,4,3,2.5,,16 Feet 
1630,"Commercial house on sale in Pepsicola, Kathmandu","Pepsicola, Kathmandu",Rs. 2.9Cr,2.3 aana,,,2,2.5,,20 Feet 
1631,"Beautiful house for sale at Wasik, Budhanilkantha","Wasik, Kathmandu",Rs. 4.1Cr,5.2 aana,4600 Sq. Feet,5,4,3,,13 Feet 
1632,Modern house for sale in Sukedhara,"Sukedhara, Kathmandu",Rs. 4.5Cr,7.0 aana,3000 Sq. Feet,4,3,2.5,,12-18 Feet 
1633,"House for sale at Southern Heights Colony, Thaiba","Thaiba, Lalitpur",Rs. 5Cr,5.2 aana,2700 Sq. Feet,4,3,2.5,,20 Feet 
1634,"Residential Bungalow for sale in Katunje, Bhaktapur","Katunje, Bhaktapur",Rs. 9.5Cr,11.0 aana,,6,4,2.5,,14-20 Feet 
1635,"Residential house for sale at Subha Homes, Tokha","Dhapasi, Kathmandu",Rs. 4.75Cr,6.1 aana,1475 Sq. Feet,3,4,2.5,,12-18 Feet 
1636,Flat system house for sale in Bhaisepati,"Bhaisepati, Lalitpur",Rs. 3.5Cr,5.0 aana,,,,3.5,,10 Feet 
1637,"House on sale at Narayantar, Jorpati","Narayantar, Kathmandu",Rs. 5.35Cr,8.1 aana,3804 Sq. Feet,8,4,4,,12 Feet 
1638,"Newly built house on sale in Sukedhara Chowk, Kathmandu","Sukedhara, Kathmandu",Rs. 3.9Cr,4.0 aana,,6,4,2.5,,14 Feet 
1639,Residential house for sale in Ranibari,"Ranibari, Kathmandu",Rs. 3.5Cr,4.0 aana,,,,3,,22 Feet 
1640,"Beautiful house for sale in Goldhunga, Hariyali","Goldhunga, Kathmandu",Rs. 2.5Cr,3.2 aana,,5,,2.5,,10 Feet 
1641,Under construction house on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Price on call,4.0 aana,,6,4,2.5,,14 Feet 
1642,Beautiful house on sale in Dhapasi Height,"Dhapasi, Kathmandu",Price on call,5.0 aana,,7,5,2.5,,22 Feet 
1643,"Under construction house for sale in Baluwakhani, Budhanilkantha","Baluwakhani, Kathmandu",Rs. 3.15Cr,4.0 aana,,,,2.5,,13 Feet 
1644,"Newly built house on sale in Kapan, Tenzingchowk","Tenzing Chowk, Kathmandu",Rs. 2.65Cr,3.3 aana,,,,2,,13 Feet 
1645,"Beautiful house on sale in Sukedhara, Kathmandu","Sukedhara, Kathmandu",Rs. 3.5Cr,5.0 aana,,,,2.5,,14 Feet 
1646,"Beautiful house on sale at Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Price on call,5.2 aana,,4,4,2.5,,20 Feet 
1647,Bungalow house for sale in Narayanthan,"Narayanthan , Kathmandu",Rs. 6.25Cr,11.0 aana,,4,5,2.5,,15 Feet 
1648,Ful furnished house on sale at Rudreshwor Chowk,"Rudreshwor, Kathmandu",Rs. 4.9Cr,5.1 aana,,5,6,2.5,,13 Feet 
1649,"Newly Built house on sale at Bafal, Kathmandu","Bafal, Kathmandu",Rs. 2.85Cr,4.0 aana,,7,4,2.5,,13 Feet 
1650,"House for sale at Ichangunarayan, Nagarjun","Ichangu Narayan, Kathmandu",Price on call,5.3 aana,,15,4,3,,10-12 Feet 
1651,"Residential house on sale in 28 Kilo, Dhulikhel","28 Kilo, Kavrepalanchok",Rs. 85Lac,2.3 aana,,4,,1,,13 Feet 
1652,"Residential land on sale in Sitapaila, Kathmandu","Sitapaila, Kathmandu",Rs. 55Lac/aana,14.0 aana,,,,,,36 Feet 
1653,"House for sale at Basanti Chowk, Nagarjun","Basanti Chowk, Kathmandu",Rs. 2.2Cr,3.0 aana,,,,2.5,,10 Feet 
1654,"Residential house for sale at Tindhara, Nagarjun","Tindhara, Kathmandu",Rs. 2.2Cr,3.0 aana,,,,2.5,,26 Feet 
1655,"House for sale at Buddha Chowk, Nagarjun","Buddha Chowk, Kathmandu",Rs. 2.4Cr,3.0 aana,,,,2.5,,10 Feet 
1656,Beautiful residential bungalow for sale in Bansbari,"Bansbari, Kathmandu",Rs. 8.8Cr,12.0 aana,,6,3,2.5,,12-18 Feet 
1657,"Residential house for sale in Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",Rs. 3.65Cr,6.2 aana,,4,3,3,,13 Feet 
1658,Beautiful house on sale in Dholahiti Height,"Dhapakhel, Lalitpur",Rs. 2.7Cr,3.3 aana,,6,4,2.5,,13 Feet 
1659,Semi furnished houses on sale in Dholahiti Height,"Dholahiti, Lalitpur",Rs. 3.3Cr,4.0 aana,,5,4,2.5,,12-15 Feet 
1660,New built bungalow for sale in Hattigauda,"Hattigaunda, Kathmandu",Price on call,6.2 aana,,6,6,2.5,,10-12 Feet 
1661,"House on sale in Gwarko, Lalitpur","Gwarko, Lalitpur",Rs. 2.7Cr,3.1 aana,,5,4,3,,13 Feet 
1662,"House on sale at Mahatto Marg, Bhaisepati","Bhaisepati, Lalitpur",Rs. 4.65Cr,4.0 aana,,4,4,2.5,,13-15 Feet 
1663,"House for sale at Gairi Gaun, Nagarjun","Gairi Gaun, Kathmandu",Price on call,,,6,4,2.5,,13 Feet 
1664,Commercial building for sale at Putalisadak,"Putalisadak, Kathmandu",Price on call,2.2 aana,,1,4,3.5,,32+ Feet 
1665,"Beautiful house on sale in Lalitpur, Bhaisepati","Bhaisepati, Lalitpur",Rs. 3Cr,3.0 aana,,5,4,2,,12 Feet 
1666,"Attractive residential house on sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 5.1Cr,5.0 aana,2500 Sq. Feet,5,4,2.5,,20 Feet 
1667,New built house on sale in Kapan,"Kapan, Kathmandu",Rs. 2.98Cr,4.1 aana,,,,3,,13 Feet 
1668,Residential Bungalow for sale in Mahalaxmisthan,"Mahalaxmisthan, Lalitpur",Rs. 13Cr,1.3 aana,,7,4,2.5,,12 Feet 
1669,"House on sale near Star Hotel, Budhanilkantha Height","Budhanilkantha, Kathmandu",Rs. 4.8Cr,8.3 aana,,,,2.5,,12-18 Feet 
1670,"Bungalow on sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 21Cr,18.0 aana,,6,5,2.5,,20 Feet 
1671,Semi furnished house on sale in Imadol,"Imadol, Lalitpur",Rs. 2.35Cr,3.0 aana,,5,3,2.5,,13 Feet 
1672,Flat system house for sale at Satdobato,"Satdobato, Lalitpur",Rs. 7Cr,10.0 aana,6500 Sq. Feet,13,9,4.5,,13 Feet 
1673,Beautiful residential house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 11.5Cr,18.0 aana,,5,4,2.5,,13 Feet 
1674,Commercial Building for sale at Dharan,"Bhotepul, Sunsari",Rs. 3.75Cr,0.14 kattha,7781.44 Sq. Feet,,,5,,30 Feet 
1675,Land on sale in New Naikap,"Naya Naikap, Kathmandu",Rs. 27Lac/aana,5.2 aana,,,,,,13 Feet 
1676,"Brand new house for sale at Bharatpur-05, Kalyanpur, Chitwan","Kalyanpur, Chitwan",Rs. 1.4Cr,0.14 kattha,,5,4,2,,20 Feet 
1677,House on sale at Purano Naikap,"Purano Naikap, Kathmandu",Rs. 4.8Cr,8.2 aana,4473 Sq. Feet,7,5,3,,13 Feet 
1678,Beautiful house for sale in Sitapaila,"Sitapaila, Kathmandu",Rs. 3.15Cr,5.0 aana,2800 Sq. Feet,5,5,2.5,,13 Feet 
1679,"Commercial house for sale in Tilganga, Kathmandu","Tilganga, Kathmandu",Rs. 6.15Cr,2.2 aana,2500 Sq. Feet,21,21,4.5,,20 Feet 
1680,"House for sale at Jorpati, Gokarneshwor","Jorpati, Kathmandu",Rs. 2.3Cr,3.2 aana,2073 Sq. Feet,5,3,2.5,,10 Feet 
1681,"House for sale at Nilbarahi, Madhyapur Thimi","Nil Barahi Mandir, Bhaktapur",Rs. 2Cr,3.1 aana,,,,2,,20 Feet 
1682,House for sale at Balaju Height,"Balaju, Kathmandu",Rs. 5.75Cr,9.1 aana,2077 Sq. Feet,,,2.5,,10 Feet 
1683,House for sale at Ramkot,"Sitapaila, Kathmandu",Rs. 1.2Cr,2.3 aana,,3,,2.5,,4 Feet 
1684,"Residential house on sale in Naikap, Kalanki","Naikap, Kathmandu",Rs. 2Cr,3.1 aana,1061 Sq. Feet,4,2,2.5,,10 Feet 
1685,"Attractive house for sale in Machhapokhari, Kathmandu","Machhapokhari, Kathmandu",Rs. 3Cr,4.0 aana,1369 Sq. Feet,,,2.5,,10 Feet 
1686,"Residential house on sale in Rai Chowk, Nagarjun","Rai Chowk, Kathmandu",Rs. 3Cr,3.2 kattha,,6,3,3,,13 Feet 
1687,"Semi furnished residential house for sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Price on call,6.0 aana,,5,5,2.5,,15 Feet 
1688,Modern Bungalow for sale in Baneshwor,"Baneshwor, Kathmandu",Price on call,32.0 aana,,8,4,2.5,,13 Feet 
1689,"Brand new duplex house is on sale at Dhapakhel, Height","Dhapakhel, Lalitpur",Rs. 3Cr,,,6,4,2.5,,20 Feet 
1690,"Residential house for sale in Sunakothi, Civil Homes","Sunakothi, Lalitpur",Rs. 4.25Cr,6.0 aana,,3,3,2.5,,12-18 Feet 
1691,Commercial house on sale at Pepsicola,"Pepsicola, Kathmandu",Rs. 5Cr,4.2 aana,3800 Sq. Feet,3,5,3.5,,36 Feet 
1692,"Newly built house on sale in Bafal, Kathmandu","Bafal, Kathmandu",Rs. 2.4Cr,3.1 aana,,5,3,2.5,,13 Feet 
1693,"Semi furnished house on rent in Maharajgunj, Losal","Maharajgunj, Kathmandu",Rs. 0.03Cr/m,,,2,2,2.5,,12 Feet 
1694,"Under construction house for sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 5.5Cr,5.0 aana,,4,5,2.5,,12-20 Feet 
1695,House for sale in land price at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 65Lac/aana,27.0 aana,,9,6,2.5,,15 Feet 
1696,Beautiful residential house for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 3.6Cr,4.0 aana,,4,5,2.5,,15 Feet 
1697,Residential house for sale at Manamaiju,"Manamaiju, Kathmandu",Rs. 2.75Cr,4.0 aana,,,,3.5,,12 Feet 
1698,"Residential House for sale at Grande Housing, Dhapasi","Dhapasi, Kathmandu",Rs. 4.25Cr,5.0 aana,,6,5,2.5,,18 Feet 
1699,House for sale in Balkumari,"Balkumari, Lalitpur",Rs. 4.25Cr,4.2 aana,,16,4,4,,36 Feet 
1700,"Newly built house for sale near Grande Housing, Dhapasi","Dhapasi, Kathmandu",Rs. 2.85Cr,3.2 aana,,4,4,2.5,,16 Feet 
1701,"Residential land on sale in Lolang, Kathmandu","Lolang, Kathmandu",Rs. 25Lac/aana,3.0 aana,,,,,,12 Feet 
1702,"House on sale near Harmony Housing, Tokha","Tokha, Kathmandu",Rs. 2.9Cr,4.2 aana,,,,2.5,,13 Feet 
1703,"Beautiful house for sale in Kantipur Colony, Nakhipot","Nakhipot, Lalitpur",Rs. 3.2Cr,4.2 aana,,5,4,2.5,,20 Feet 
1704,"Newly built house is on sale Italitar, Budhanilkantha","Italitar, Kathmandu",Rs. 7.75Cr,8.1 aana,,5,5,3,,20 Feet 
1705,"House for sale at Rudreshwor Chowk, Budhanilkantha","Rudreshwor, Kathmandu",Rs. 5Cr,5.1 aana,,4,5,3,,16 Feet 
1706,"Commercial building for sale at Chamati, Banasthali","Chamati, Kathmandu",Rs. 14Cr,9.0 aana,13202.34 Sq. Feet,,,6,,26 Feet 
1707,"Beautiful house on sale at Nakhipot, Lalitpur","Nakhipot, Lalitpur",Rs. 2.4Cr,3.0 aana,,4,4,3,,13 Feet 
1708,"Residential house for sale in Chapali, Bhangal","Chapali, Kathmandu",Rs. 2.8Cr,3.3 aana,,5,3,3,,13 Feet 
1709,"Semi furnished house on sale at Fulbari Colony, Budhanilkantha","Phulbari Colony, Kathmandu",Rs. 9.2Cr,10.0 aana,,6,5,2.5,,20 Feet 
1710,"House for sale in land price at Koteshwor, Kathmandu","Koteshwor, Kathmandu",Rs. 75Lac/aana,,,6,4,2.5,,26 Feet 
1711,"Bungalow for sale in land price at Dillibazar, Charkhal","Charkhal, Kathmandu",Rs. 1.25Cr/aana,24.0 aana,8000 Sq. Feet,8,6,3,,13 Feet 
1712,"Bungalow house on sale at Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",Rs. 3.65Cr,6.1 aana,,7,7,2.5,,14 Feet 
1713,"Semi furnished house on sale in Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",Rs. 4.5Cr,5.0 aana,,6,5,2.5,,15 Feet 
1714,"House for sale in Matatirtha, Chandragiri","Matatirtha, Kathmandu",Rs. 2Cr,8.0 aana,,8,,2.5,,16 Feet 
1715,House on sale in land price at Mandikhatar,"Mandikhatar, Kathmandu",Rs. 65Lac/aana,27.0 aana,,6,5,2.5,,13 Feet 
1716,"Bungalow For Sale At Deuba Chowk, Budhanilkantha","Deuwa chowk, Kathmandu",Rs. 4.5Cr,4.3 aana,,5,4,2.5,,13 Feet 
1717,"Semi Bungalow House On Sale At Hattigaunda, Budhanilkatha","Hattigaunda, Kathmandu",Rs. 4.5Cr,5.0 aana,,6,4,3,,13 Feet 
1718,"House for sale at Nakkhu, Bhaisepati","Nakkhu, Lalitpur",Rs. 3.95Cr,5.0 aana,,4,4,2.5,,13 Feet 
1719,"House On Sale In Shanta Colony, Hepali Height","Hepali Height, Kathmandu",Rs. 4.5Cr,4.2 aana,,3,3,3,,20 Feet 
1720,Bungalow For Sale At Dhapasi Tokha,"Dhapasi, Kathmandu",Rs. 4.1Cr,4.0 aana,,5,4,3,,20 Feet 
1721,"House On Sale At Manjushree marga, Bhaisepati","Bhaisepati, Lalitpur",Rs. 3.8Cr,3.3 aana,,4,4,3,,13 Feet 
1722,Semi Bungalow House On Sale At Dhapasi,"Dhapasi, Kathmandu",Rs. 3.75Cr,4.0 aana,,6,4,3,,13 Feet 
1723,"Bungalow On Sale At Hattigaunda, Budhanilkantha","Hattigaunda, Kathmandu",Rs. 6.5Cr,6.2 aana,,6,7,2.5,,14 Feet 
1724,"Beautiful bungalow for sale in Hattiban, Lalitpur","Hattiban, Lalitpur",Rs. 9Cr,8.0 aana,,4,5,2,,20 Feet 
1725,Colony House for sale at Balkhu,"Balkhu, Lalitpur",Rs. 2.49Cr,2.3 aana,1391 Sq. Feet,3,3,2.5,,20 Feet 
1726,"Beautiful house for sale in Bhaisepati Colony, Lalitpur","Bhaisepati, Lalitpur",Rs. 4.5Cr,5.0 aana,,4,4,2,,16 Feet 
1727,"Residential house for sale in Changunarayan, Bhaktapur","Bhaktapur, Bhaktapur",Rs. 1.4Cr,3.2 aana,,3,2,2,,12-16 Feet 
1728,"Residential House on sale in Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",Rs. 5.95Cr,6.0 aana,,5,5,3,,13 Feet 
1729,House for sale at Jarankhu,"Jarankhu, Kathmandu",Rs. 3.5Cr,4.0 aana,,,,3.5,,13 Feet 
1730,"House for sale at Kapan, Paiyutar","Paiyuntar, Kathmandu",Rs. 3Cr,4.3 aana,,5,4,2.5,,12 Feet 
1731,"Under construction house on sale at Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",Rs. 4.5Cr,5.2 aana,,5,4,2.5,,13 Feet 
1732,Booking open for ultra modern gated colony at Hattiban,"Hattiban, Lalitpur",Rs. 4.65Cr,4.2 aana,,4,4,2.5,,20+ Feet 
1733,"Beautiful house on sale at Kalimati, Kathmandu","Kalimati, Kathmandu",Rs. 8.2Cr,10.0 aana,,,,2.5,,20-26 Feet 
1734,"Newly built house on sale near Karuna Hospital, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 2.98Cr,4.1 aana,,,,2.5,,13 Feet 
1735,"Beautiful house for sale in Gurjudhara, Kalanki","Gurjudhara, Kathmandu",Rs. 1.9Cr,,,8,,1.5,,13 Feet 
1736,Flat system residential house on sale at Thulobharyang,"Thulobharyang, Kathmandu",Rs. 2.9Cr,4.0 aana,,,,2.5,,10-14 Feet 
1737,"Beautiful house for sale in Bansbari, Kathmandu","Bansbari, Kathmandu",Rs. 9.6Cr,16.0 aana,,7,6,2.5,,15 Feet 
1738,"Semi bungalow house for sale at Dhapasi Height, Kathmandu","Dhapasi, Kathmandu",Rs. 2.3Cr,,,4,3,2.5,,13 Feet 
1739,"Residential house for sale at Bagdol, Lalitpur","Bagdol, Lalitpur",Rs. 5.5Cr,6.0 aana,,,,3.5,,16 Feet 
1740,Beautiful Bungalow for sale at Dhapasi Height,"Dhapasi, Kathmandu",Rs. 12.5Cr,30.0 aana,,5,5,2,,12-18 Feet 
1741,"Bungalow house for sale at Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",Rs. 6.75Cr,6.1 aana,2900 Sq. Feet,6,5,2.5,,12 Feet 
1742,"Fully furnished bungalow for sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 15Cr,8.0 aana,,5,6,2,,12-15 Feet 
1743,"Beautiful house for sale at Kapan, Kathmandu","Kapan, Kathmandu",Rs. 3.6Cr,5.0 aana,,6,5,3.5,,13 Feet 
1744,Brand new modern luxury villa on sale at Bhaisepati,"Bhaisepati, Lalitpur",Price on call,8.2 aana,,6,7,2.5,,13 Feet 
1745,"Under construction house for sale in Siddhartha Colony, Budhanilkantha","Siddhartha Colony, Kathmandu",Rs. 13.5Cr,21.0 aana,,6,6,2.5,,20 Feet 
1746,"Semi furnished house on sale at Narayanthan, Budhanilkantha","Narayanthan , Kathmandu",Rs. 4.25Cr,3.3 aana,,5,5,2.5,,16 Feet 
1747,"House on sale at Nakkhu, Bhaisepati","Nakkhu, Lalitpur",Rs. 5.3Cr,5.2 aana,,4,4,2.5,,13 Feet 
1748,"House for sale in Mangal Colony, Bhaisepati","Bhaisepati, Lalitpur",Rs. 4Cr,5.0 aana,,5,4,2.5,,20 Feet 
1749,Luxurious Bungalow for sale in Bhaisepati,"Bhaisepati, Lalitpur",Rs. 15Cr,8.2 aana,,6,7,2.5,,13 Feet 
1750,"Residential house for sale in Hattigauda Chowk, Budhanilkantha","Hattigaunda, Kathmandu",Rs. 3.65Cr,6.2 aana,,5,5,2.5,,15 Feet 
